"Portuguesa",4,2,"Bahia"
"Santos",0,0,"Flamengo"
"Santos",0,0,"Internacional"
"Santos",0,1,"Cruzeiro"
"Santos",1,0,"Atlético/MG"
"Santos",1,0,"Fluminense"
"Santos",1,0,"Goiás"
"Santos",1,1,"Corinthians"
"Santos",1,1,"Grêmio"
"Santos",1,1,"Náutico"
"Santos",1,1,"Vasco da Gama"
"Santos",1,2,"Botafogo"
"Santos",2,0,"Vitória"
"Santos",2,1,"Atlético/PR"
"Santos",2,1,"Criciúma"
"Santos",2,1,"Ponte Preta"
"Santos",2,2,"Coritiba"
"Santos",3,0,"Bahia"
"Santos",3,0,"São Paulo"
"Santos",4,1,"Portuguesa"
"São Paulo",0,0,"Corinthians"
"São Paulo",0,1,"Coritiba"
"São Paulo",0,1,"Goiás"
"São Paulo",0,1,"Grêmio"
"São Paulo",0,1,"Internacional"
"São Paulo",0,2,"Santos"
"São Paulo",0,3,"Cruzeiro"
"São Paulo",1,0,"Atlético/MG"
"São Paulo",1,0,"Ponte Preta"
"São Paulo",1,1,"Atlético/PR"
"São Paulo",1,1,"Botafogo"
"São Paulo",1,2,"Bahia"
"São Paulo",1,2,"Criciúma"
"São Paulo",2,0,"Flamengo"
"São Paulo",2,1,"Fluminense"
"São Paulo",2,1,"Portuguesa"
"São Paulo",3,0,"Náutico"
"São Paulo",3,2,"Vitória"
"São Paulo",5,1,"Vasco da Gama"
"Vasco da Gama",0,0,"Atlético/PR"
"Vasco da Gama",0,1,"Flamengo"
"Vasco da Gama",0,2,"Goiás"
"Vasco da Gama",0,2,"São Paulo"
"Vasco da Gama",1,0,"Fluminense"
"Vasco da Gama",1,0,"Portuguesa"
"Vasco da Gama",1,1,"Bahia"
"Vasco da Gama",1,1,"Corinthians"
"Vasco da Gama",1,1,"Ponte Preta"
"Vasco da Gama",1,2,"Vitória"
"Vasco da Gama",2,0,"Atlético/MG"
"Vasco da Gama",2,0,"Náutico"
"Vasco da Gama",2,1,"Coritiba"
"Vasco da Gama",2,1,"Cruzeiro"
"Vasco da Gama",2,2,"Santos"
"Vasco da Gama",2,3,"Botafogo"
"Vasco da Gama",2,3,"Grêmio"
"Vasco da Gama",3,1,"Internacional"
"Vasco da Gama",3,2,"Criciúma"
"Vitória",0,0,"Bahia"
"Vitória",0,0,"Grêmio"
"Vitória",0,1,"Criciúma"
"Vitória",1,0,"Botafogo"
"Vitória",1,1,"Atlético/MG"
"Vitória",1,1,"Corinthians"
"Vitória",1,1,"Fluminense"
"Vitória",1,3,"Cruzeiro"
"Vitória",2,0,"Santos"
"Vitória",2,0,"Vasco da Gama"
"Vitória",2,1,"Coritiba"
"Vitória",2,1,"Goiás"
"Vitória",2,1,"Náutico"
"Vitória",2,1,"Portuguesa"
"Vitória",2,2,"Internacional"
"Vitória",3,1,"Ponte Preta"
"Vitória",3,2,"Atlético/PR"
"Vitória",3,2,"São Paulo"
"Vitória",4,2,"Flamengo"
